,Company,Rating,No_of_ratings,Review,Size,Processor,RAM,Memory,OpSys,Price,MRP,ImgURL
458,DELL,4.4,139,26,40.0,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),8,Software: Win 11 + Office H&S 2021,"Display:14.0"" FHD WVA AG Narrow Border 250 nits",37880,50852,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/m/q/7/vostro-3425-thin-and-light-laptop-dell-original-imagf4mth22ydgqs.jpeg?q=70
459,Lenovo,4.3,115,6,40.0,Intel Core i3 Processor (11th Gen),8,1 TB HDD|256 GB SSD,64 bit Windows 11 ,39490,59390,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
460,acer,3.9,219,16,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,42990,57999,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/j/0/-original-imagnpcf4yrh7jam.jpeg?q=70
461,DELL,3.6,583,57,89.0,Intel Core i5 Processor (11th Gen),8,1 TB HDD,64 bit Windows 10 ,51490,56126,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/b/7/0/na-thin-and-light-laptop-dell-original-imag6f5zes6jhdzk.jpeg?q=70
462,ASUS,4.9,7,2,34.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,Windows 11 ,99990,122990,https://rukminim1.flixcart.com/image/312/312/l4ei1e80/computer/4/f/f/-original-imagfb7mva435dhy.jpeg?q=70
463,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
464,HP,4.253596614950631,2841,241,41.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,166399,189577,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
465,APPLE,4.253596614950631,2841,241,36.0,Apple M2 Max Processor,32,1 TB SSD,Mac OS ,309900,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/w/5/mnwc3hn-a-laptop-apple-original-imagmfheyvchukyc.jpeg?q=70
466,HP,3.8,140,15,36.0,Intel Celeron Dual Core Processor,8,256 GB SSD,64 bit Windows 11 ,27920,36965,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/z/j/j/14s-dq3037tu-thin-and-light-laptop-hp-original-imagghdpygbmghvm.jpeg?q=70
467,Lenovo,4.3,2841,241,101.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,52990,76890,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
468,ASUS,4.5,159,16,40.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,101990,128990,https://rukminim1.flixcart.com/image/312/312/l572ufk0/computer/r/n/k/fx517zc-hn108ws-gaming-laptop-asus-original-imagfxj5nfwkg5s7.jpeg?q=70
469,Lenovo,4.253596614950631,2841,241,36.0,Intel Core i7 Processor (12th Gen),16,512 GB SSD,Windows 11 ,119990,153890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/r/g/-original-imagmmnpxpeaggaa.jpeg?q=70
470,HP,5.0,6,2,34.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,Windows 11 ,81490,93526,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/r/y/n/x360-bf0059tu-thin-and-light-laptop-hp-original-imagh4z7h3f56xxj.jpeg?q=70
471,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
472,DELL,4.253596614950631,2841,241,40.0,AMD Ryzen 7 Hexa Core Processor,16,1 TB HDD|1 TB SSD,64 bit Windows 11 ,186990,213990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/w/c/alienware-x15-r2-gaming-laptop-dell-original-imagjh6q9spzzxmu.jpeg?q=70
473,ASUS,5.0,3,0,41.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,179990,227990,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/9/h/w/-original-imagcyqrxezssnue.jpeg?q=70
474,ASUS,4.253596614950631,2841,241,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,Windows 11 ,57250,71000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/a/t/vivobook-15-laptop-asus-original-imaghn5ywmwyztnh.jpeg?q=70
475,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
476,ASUS,4.253596614950631,2841,241,34.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,Windows 11 ,116990,179990,https://rukminim1.flixcart.com/image/312/312/l4n2oi80/computer/i/g/f/-original-imagfhpzm88zjzyc.jpeg?q=70
477,HP,4.2,119,14,36.0,AMD Ryzen 7 Octa Core Processor,8,512 GB SSD,64 bit Windows 10 ,59990,72148,https://rukminim1.flixcart.com/image/312/312/knni7ww0/computer/b/w/p/14s-fr0012au-thin-and-light-laptop-hp-original-imag2ad5ppxmujd6.jpeg?q=70
478,MSI,4.253596614950631,2841,241,34.0,Intel Core i7 Processor (13th Gen),16,1 TB SSD,Windows 11 ,147990,165990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/k/f/-original-imagnqmwckwt2qfk.jpeg?q=70
479,Lenovo,3.0,4,0,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,53500,81000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
480,HP,4.253596614950631,2841,241,40.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,Windows 11 ,82990,102959,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
481,HP,4.5,875,177,36.0,AMD Ryzen 3 Quad Core Processor,8,512 GB SSD,64 bit Windows 10 ,38600,54999,https://rukminim1.flixcart.com/image/312/312/knhsgi80/computer/b/i/2/na-thin-and-light-laptop-hp-original-imag25v8zcapzexv.jpeg?q=70
482,ALIENWARE,4.1,13,4,40.0,NVIDIA GeForce RTX 2060,8,"Tobii-eye tracking to track head pose, presence, fine gaze and eye position",Alienware Cryo-tech thermal technology to keep the system cool and running at highest performance,202490,237937,https://rukminim1.flixcart.com/image/312/312/kf4ajrk0/computer/j/f/u/alienware-original-imafvngmfmgqwawv.jpeg?q=70
483,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
484,acer,5.0,3,0,40.0,AMD Ryzen 7 Octa Core Processor,8,512 GB SSD,64 bit Windows 10 ,55990,79999,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/t/o/4/a515-45-r9px-thin-and-light-laptop-acer-original-imagbmx3nr6xex9g.jpeg?q=70
485,DELL,4.2,9,1,40.0,Processor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3,8,"Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border, Backlit Keyboard Orange",Graphics: NVIDIA� GEFORCE� RTX 3050 Ti (4GB GDDR6),103490,128665,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/z/p/k/g15-5511-gaming-laptop-dell-original-imagbpb23gfh8er5.jpeg?q=70
486,ASUS,4.3,5544,790,36.0,Intel Core i3 Processor (7th Gen),4,256 GB SSD,64 bit Windows 10 ,31490,36271,https://rukminim1.flixcart.com/image/312/312/kar44280/computer/f/6/p/asus-na-thin-and-light-laptop-original-imafs92tpthajprz.jpeg?q=70
487,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
488,DELL,4.253596614950631,2841,241,44.0,Intel Core i7 Processor (12th Gen),32,1 TB SSD,64 bit Windows 11 ,300490,391378,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/g/r/alienware-x17-r2-gaming-laptop-dell-original-imagjh6whbhgguhg.jpeg?q=70
489,DELL,4.253596614950631,2841,241,41.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,73890,93766,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/2/6/a/vostro-5625-notebook-dell-original-imagd5kg5qmvec8z.jpeg?q=70
490,Lenovo,4.4,14,3,40.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,36800,61590,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/z/x/15itl6-thin-and-light-laptop-lenovo-original-imagheh5ruph5rpv.jpeg?q=70
491,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
492,MSI,4.6,120,27,40.0,Intel Core i7 Processor (11th Gen),16,1 TB SSD,64 bit Windows 10 ,129990,173990,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/b/p/8/gp66-leopard-11ug-gaming-laptop-msi-original-imageynxarsxgnh3.jpeg?q=70
493,SAMSUNG,4.4,50,7,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,66990,88990,https://rukminim1.flixcart.com/image/312/312/l37mtu80/computer/o/o/w/np750xee-xb1in-thin-and-light-laptop-samsung-original-imagednvzzu7t23v.jpeg?q=70
494,ASUS,4.253596614950631,2841,241,41.0,AMD Ryzen 5 Hexa Core Processor,16,1 TB SSD,Windows 11 ,66990,82990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/n/c/-original-imagnzg2znukp3nn.jpeg?q=70
495,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
496,HP,4.253596614950631,2841,241,44.0,Intel Core i7 Processor (12th Gen),32,1 TB SSD,64 bit Windows 11 ,198990,232324,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/j/i/17-ck1022tx-gaming-laptop-hp-original-imagg24gfaewgdzf.jpeg?q=70
497,HP,4.4,2213,249,40.0,AMD Ryzen 5 Quad Core Processor,8,512 GB SSD,64 bit Windows 10 ,56990,59990,https://rukminim1.flixcart.com/image/312/312/kcm9t3k0/computer/q/x/r/hp-na-gaming-laptop-original-imaftpesbvfxgw9t.jpeg?q=70
498,SAMSUNG,4.253596614950631,2841,241,40.0,Intel Core i5 Processor (13th Gen),8,512 GB SSD,Windows 11 ,74990,93990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/y/k/galaxy-book3-thin-and-light-laptop-samsung-original-imagnb2chzcxhwxk.jpeg?q=70
499,Lenovo,4.3,252,29,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,60990,93690,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
500,DELL,4.253596614950631,2841,241,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,79074,80101,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/o/8/inspiron-3520-thin-and-light-laptop-dell-original-imagmhfbsvrfkpma.jpeg?q=70
501,DELL,4.0,3,2,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,57890,74619,https://rukminim1.flixcart.com/image/312/312/l4pxk7k0/computer/n/g/g/inspiron-3511-d560742win9s-laptop-dell-original-imagfjtzjr3hhezv.jpeg?q=70
502,DELL,4.253596614950631,2841,241,34.0,Intel Core i7 Processor (12th Gen),16,512 GB SSD,Windows 11 ,89990,112400,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/h/i/inspiron-laptop-dell-original-imagg9xubhhumghg.jpeg?q=70
503,Lenovo,4.2,265,21,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,54990,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
504,ASUS,4.3,40,4,34.0,Intel Core i7 Processor (8th Gen),8,512 GB SSD,64 bit Windows 10 ,66990,102990,https://rukminim1.flixcart.com/image/312/312/jraycnk0/computer/w/z/y/asus-na-thin-and-light-laptop-original-imafd3g96rxzxgkn.jpeg?q=70
505,APPLE,4.253596614950631,2841,241,36.0,Apple M2 Pro Processor,16,1 TB SSD,Mac OS ,249900,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/z/n/mphh3hn-a-thin-and-light-laptop-apple-original-imagmfhe3vvshdzc.jpeg?q=70
506,DELL,3.3,3,0,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,43290,53800,https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70
507,Lenovo,4.3,115,6,40.0,Intel Core i3 Processor (11th Gen),8,1 TB HDD|256 GB SSD,64 bit Windows 11 ,39490,59390,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
508,acer,4.253596614950631,2841,241,41.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,64 bit Windows 11 ,94990,109999,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/s/s/o/sfx16-51g-laptop-acer-original-imagd5zmbsdsvjuq.jpeg?q=70
509,HP,4.2,6,0,40.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 11 ,67990,82671,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
510,ASUS,4.3,8,0,41.0,Intel Core i7 Processor (11th Gen),16,1 TB SSD,Windows 10 ,139990,194990,https://rukminim1.flixcart.com/image/312/312/l3vxbbk0/computer/v/w/o/-original-imagewgt7g66ynx4.jpeg?q=70
511,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
512,SAMSUNG,4.4,50,7,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,66990,88990,https://rukminim1.flixcart.com/image/312/312/l37mtu80/computer/o/o/w/np750xee-xb1in-thin-and-light-laptop-samsung-original-imagednvzzu7t23v.jpeg?q=70
513,Infinix,4.1,1134,189,36.0,Intel Celeron Quad Core Processor,4,128 GB SSD,64 bit Windows 11 ,20990,29990,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/h/g/l/inbook-x1-neo-thin-and-light-laptop-infinix-original-imagg49gbqxuhfha.jpeg?q=70
514,Lenovo,4.253596614950631,2841,241,36.0,AMD Ryzen 7 Octa Core Processor (5th Gen),16,512 GB SSD,64 bit Windows 10 ,98990,130090,https://rukminim1.flixcart.com/image/312/312/l1l1rww0/computer/m/v/i/yoga-slim-7i-2-in-1-laptop-lenovo-original-imagd4drfk95tkaj.jpeg?q=70
515,Lenovo,4.3,2841,241,101.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,52990,76890,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
516,DELL,4.4,50,3,40.0,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),8,Software: Win 11 + Office H&S 2021,"Display:14.0"" FHD WVA AG Narrow Border 250 nits",41490,56834,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/4/e/-original-imagzyfzdfvwgcgk.jpeg?q=70
517,HP,4.253596614950631,2841,241,41.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,106990,127036,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70
518,HP,4.253596614950631,2841,241,41.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,Windows 11 ,94990,109018,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/z/o/16-e0550ax-gaming-laptop-hp-original-imagjfqztvhqbyyh.jpeg?q=70
519,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
520,Lenovo,4.253596614950631,2841,241,103.0,AMD Ryzen 7 Octa Core Processor,32,1 TB SSD,Windows 11 ,189990,251890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/y/8/16arh7h-gaming-laptop-lenovo-original-imagmg7vafrxd7br.jpeg?q=70
521,DELL,4.253596614950631,2841,241,40.0,Intel Core i3 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,45600,65053,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/o/8/inspiron-3520-thin-and-light-laptop-dell-original-imagmhfbsvrfkpma.jpeg?q=70
522,acer,4.253596614950631,2841,241,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,36490,48999,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/y/l/-original-imagnpcezv5dfdew.jpeg?q=70
523,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
524,DELL,4.253596614950631,2841,241,40.0,Intel Core i3 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,50090,64133,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/computer/9/5/r/inspiron-3525-thin-and-light-laptop-dell-original-imagczzfezyd7tqs.jpeg?q=70
525,ASUS,4.4,800,83,40.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,54990,80990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/r/n/-original-imagg6t94c5qsaqx.jpeg?q=70
526,APPLE,4.253596614950631,2841,241,35.0,Apple M2 Processor,16,256 GB SSD,Mac OS ,139000,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70
527,Lenovo,3.0,4,0,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,53500,81000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
528,ASUS,4.253596614950631,2841,241,41.0,AMD Ryzen 5 Hexa Core Processor,8,1 TB SSD,Windows 11 ,59990,74990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/n/c/-original-imagnzg2znukp3nn.jpeg?q=70
529,ASUS,4.5,98,8,36.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,63990,82990,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/p/q/q/-original-imageuecysr3cuca.jpeg?q=70
530,ASUS,3.0,2,1,40.0,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",8,64 bit Windows 10 Operating System,8 GB DDR4 RAM,137990,146490,https://rukminim1.flixcart.com/image/312/312/computer/f/c/v/asus-notebook-original-imaer3hghafsrhyx.jpeg?q=70
531,Lenovo,4.3,115,6,40.0,Intel Core i3 Processor (11th Gen),8,1 TB HDD|256 GB SSD,64 bit Windows 11 ,39490,59390,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
532,ASUS,4.253596614950631,2841,241,40.0,AMD Ryzen 7 Octa Core Processor,16,1 TB SSD,Windows 11 ,96990,149990,https://rukminim1.flixcart.com/image/312/312/l1jmc280/computer/k/k/a/fx577ze-hn056w-gaming-laptop-asus-original-imagd395ymfqgarh.jpeg?q=70
533,Lenovo,4.253596614950631,2841,241,36.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,Windows 11 ,180393,237890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/w/v/14iap7-thin-and-light-laptop-lenovo-original-imagmt5q6wqsud2f.jpeg?q=70
534,ASUS,4.253596614950631,2841,241,37.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,Windows 11 ,109990,170990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/9/g/-original-imaghrfhqeqntfzz.jpeg?q=70
535,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
536,HP,4.7,12,2,40.0,Intel Core i7 Processor (11th Gen),16,512 GB SSD,64 bit Windows 10 ,74600,107500,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70
537,DELL,4.253596614950631,2841,241,36.0,Intel Core i7 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,176490,221775,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/v/w/alienware-x14-r1-gaming-laptop-dell-original-imagjh6v5mjeb6e8.jpeg?q=70
538,HP,4.253596614950631,2841,241,41.0,AMD Ryzen 7 Octa Core Processor,16,1 TB SSD,64 bit Windows 11 ,110990,140347,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/computer/m/k/t/16-e0362ax-gaming-laptop-hp-original-imag8zh5mbczsxws.jpeg?q=70
539,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
540,ASUS,4.253596614950631,2841,241,34.0,AMD Ryzen 9 Octa Core Processor,16,1 TB SSD,Windows 11 ,151990,188990,https://rukminim1.flixcart.com/image/312/312/koad9jk0/computer/g/m/j/na-gaming-laptop-asus-original-imag2s5nf2wgh4hz.jpeg?q=70
541,ASUS,4.253596614950631,2841,241,36.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,Windows 11 ,99990,122990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/q/x/-original-imagnzg27cw5be6z.jpeg?q=70
542,realme,4.4,7358,982,40.0,Powered by 11th Gen Intel Evo Core i5 Processor,8,Intel Core i5 Processor (11th Gen),Stylish Thin and Light Laptop without Optical Disk Drive,59990,69999,https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
543,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
544,DELL,4.2,100,13,39.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,64 bit Windows 10 ,69990,81800,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/q/u/6/na-thin-and-light-laptop-dell-original-imag7csrq6zahxx3.jpeg?q=70
545,ASUS,4.0,113,14,36.0,Intel Core i3 Processor (11th Gen),4,256 GB SSD,64 bit Windows 11 ,34490,49990,https://rukminim1.flixcart.com/image/312/312/kwgpz0w0/computer/s/x/v/x415ea-ek302ws-laptop-asus-original-imag94tepsgcgrgk.jpeg?q=70
546,DELL,4.253596614950631,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,62760,74618,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/z/l/inspiron-3511-laptop-dell-original-imaggsc8tfurzfry.jpeg?q=70
547,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
548,MSI,4.253596614950631,2841,241,36.0,Intel Core i5 Processor (13th Gen),8,512 GB SSD,Windows 11 ,62990,70990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/f/2/-original-imagnqmwqyhgztv3.jpeg?q=70
549,ASUS,4.2,18,1,36.0,AMD Ryzen 9 Octa Core Processor,8,1 TB SSD,64 bit Windows 10 ,101990,149990,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/r/0/d/-original-imag98fvf2yr5xz7.jpeg?q=70
550,HP,4.253596614950631,2841,241,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,Windows 11 ,39890,49999,https://rukminim1.flixcart.com/image/312/312/ky4qgsw0/computer/j/f/5/240-g8-laptop-hp-original-imagaffva46zgucg.jpeg?q=70
551,Lenovo,3.0,4,0,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,53500,81000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
552,ASUS,4.4,132,18,40.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,99990,128990,https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/8/e/j/-original-imagckcffymgykfd.jpeg?q=70
553,acer,4.253596614950631,2841,241,41.0,Intel Core i7 Processor (11th Gen),16,1 TB SSD,Windows 11 ,114990,134999,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/z/x/sfx16-51g-gaming-laptop-acer-original-imaghrgmh9gc6gve.jpeg?q=70
