,Company,Rating,No_of_ratings,Review,Size,Processor,RAM,Memory,OpSys,Price,MRP,ImgURL
0,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
1,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
2,ASUS,4.4,5389,535,40.0,Intel Core i5 Processor (10th Gen),8,512 GB SSD,Windows 11 ,49990,70990,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
3,DELL,4.1,332,26,40.0,Processor: Intel i3-1115G4 (Base- 1.7 GHz & Turbo up to 4.10 GHz) 2 Cores,8,"Display: 15.6"" FHD WVA AG Narrow Border",Graphics & Keyboard: Integrated & Standard Keyboard,37990,58489,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/o/u/-original-imaghkk994ybh4fh.jpeg?q=70
4,ASUS,4.2,487,53,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,35990,50990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/h/-original-imagg6t9pauha4t7.jpeg?q=70
5,RedmiBook,4.1,4541,523,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,38990,59999,https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
6,HP,4.6,9,1,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,34990,44253,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70
7,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
8,HP,4.2,491,50,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,40450,50585,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/computer/e/i/d/15s-fr2511tu-thin-and-light-laptop-hp-original-imagg59a7s5kymvy.jpeg?q=70
9,ASUS,4.1,1022,123,36.0,Intel Celeron Dual Core Processor,4,256 GB SSD,64 bit Windows 11 ,23990,33990,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
10,HP,4.2,2134,184,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,37490,47278,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/computer/h/i/p/14s-dy5005tu-thin-and-light-laptop-hp-original-imagg4rc7n75zqkp.jpeg?q=70
11,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
12,ASUS,4.4,1134,138,44.0,AMD Ryzen 7 Octa Core Processor,8,512 GB SSD,64 bit Windows 11 ,67990,94990,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70
13,HP,4.3,189,29,36.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 11 ,52990,63325,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/w/i/-original-imagmnmsbhuxbazf.jpeg?q=70
14,DELL,4.4,62,5,40.0,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,8,"Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border",Graphics & Keyboard: Integrated & Backlit Keyboard+Fingerprint Reader,64990,95332,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/h/w/-original-imaghzahgukpkyfu.jpeg?q=70
15,Lenovo,4.2,265,21,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,54990,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
16,Lenovo,4.1,724,68,40.0,Intel Celeron Dual Core Processor,8,256 GB SSD,64 bit Windows 11 ,25685,44690,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/z/b/z/-original-imagmmng8dppnn4v.jpeg?q=70
17,HP,4.0,907,87,36.0,AMD Athlon Dual Core Processor,8,256 GB SSD,64 bit Windows 11 ,25499,36359,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/6/o/14s-fq0568au-thin-and-light-laptop-hp-original-imaggdzyrdf7hbkr.jpeg?q=70
18,ASUS,4.3,11170,1101,40.0,Intel Core i3 Processor (10th Gen),8,512 GB SSD,64 bit Windows 11 ,34990,45990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/1/7/-original-imag3ebnzawky4kn.jpeg?q=70
19,Lenovo,4.253596614950631,2841,241,36.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,97890,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/z/x/14alc7-thin-and-light-laptop-lenovo-original-imaggujjhgppfkfg.jpeg?q=70
20,ASUS,4.3,287,26,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,44990,69990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/h/-original-imagg6t9pauha4t7.jpeg?q=70
21,HP,4.2,2205,178,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,58490,70234,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/6/4/-original-imagkqwzbryf6sp7.jpeg?q=70
22,Infinix,4.2,1200,209,40.0,Intel Core i3 Processor (10th Gen),8,256 GB SSD,64 bit Windows 11 ,27990,44990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/u/z/-original-imagmxurgcshfkx7.jpeg?q=70
23,Lenovo,4.253596614950631,2841,241,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,Windows 11 ,92290,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/z/x/14alc7-thin-and-light-laptop-lenovo-original-imaggujjhgppfkfg.jpeg?q=70
24,Lenovo,4.3,42,0,40.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,Windows 11 ,33490,59390,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70
25,acer,4.1,836,87,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,34490,43999,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/y/l/-original-imagnpcezv5dfdew.jpeg?q=70
26,MSI,4.4,2436,324,40.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 11 ,49990,72990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/3/l/-original-imagha3pvvc2xuz2.jpeg?q=70
27,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
28,HP,4.5,84,9,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,41000,51724,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/z/u/15s-fr2512tu-laptop-hp-original-imaggmeygbtemggf.jpeg?q=70
29,HP,4.3,408,41,40.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,48990,59108,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
30,ASUS,4.2,215,24,40.0,Intel Core i7 Processor (11th Gen),16,512 GB SSD,Windows 11 ,55990,80990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/q/o/-original-imag7wjdg4dvcdya.jpeg?q=70
31,Lenovo,4.3,2841,241,101.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,52990,76890,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
32,ASUS,4.4,17,0,41.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,56990,74990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/j/z/m1603qa-mb511ws-laptop-asus-original-imaghfbtdt8fzsss.jpeg?q=70
33,Lenovo,4.3,39,4,40.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,Windows 11 ,50490,86690,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
34,Lenovo,4.4,500,67,40.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 11 ,52490,86690,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
35,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
36,APPLE,4.7,58,4,35.0,Apple M2 Processor,8,256 GB SSD,Mac OS ,112990,119900,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70
37,APPLE,4.253596614950631,2841,241,36.0,Apple M2 Max Processor,32,1 TB SSD,Mac OS ,309900,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/i/y/mphg3hn-a-thin-and-light-laptop-apple-original-imagmfhepavqyfyy.jpeg?q=70
38,HP,4.3,1321,101,40.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 11 ,45490,54552,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
39,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
40,acer,4.3,3247,363,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,58990,85999,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/i/n/e/a715-5g-gaming-laptop-acer-original-imagfj2g954wfdyz.jpeg?q=70
41,ASUS,4.4,1118,132,40.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,59990,82990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/z/c/-original-imaghr25cncfgpza.jpeg?q=70
42,ASUS,4.3,182,17,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,49990,74990,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
43,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
44,HP,4.3,280,42,40.0,AMD Ryzen 3 Quad Core Processor,8,512 GB SSD,64 bit Windows 10 ,41000,52900,https://rukminim1.flixcart.com/image/312/312/k7531jk0/computer/e/a/h/hp-original-imafpfs893zu5mhb.jpeg?q=70
45,ASUS,4.8,43,5,36.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,64 bit Windows 11 ,79990,140990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/b/t/-original-imaghsggffspg9pw.jpeg?q=70
46,APPLE,4.7,9278,829,34.0,Apple M1 Processor,8,256 GB SSD,Mac OS ,92900,76890,https://rukminim1.flixcart.com/image/312/312/kp5sya80/screen-guard/tempered-glass/o/v/n/apple-macbook-air-m1-13-3-inch-lightwings-original-imag3gh5xftgbpg3.jpeg?q=70
47,Lenovo,4.2,265,21,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,54990,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
48,ASUS,4.8,43,5,36.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,64 bit Windows 11 ,79990,140990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/b/t/-original-imaghsggffspg9pw.jpeg?q=70
49,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
50,ASUS,4.4,1118,132,40.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,59990,82990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/6/i/-original-imaghryqhhyawh3h.jpeg?q=70
51,Lenovo,4.3,115,6,40.0,Intel Core i3 Processor (11th Gen),8,1 TB HDD|256 GB SSD,64 bit Windows 11 ,39490,59390,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
52,HP,4.0,59,8,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,DOS ,34990,41208,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70
53,HP,4.2,18,5,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,56990,69082,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/x/7/14-ec1005au-thin-and-light-laptop-hp-original-imaghusjswsafhcu.jpeg?q=70
54,Lenovo,4.3,4951,464,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,40400,59390,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
55,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
56,Lenovo,4.3,499,46,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,36429,59890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/z/v/-original-imagg5hhxrje3jqk.jpeg?q=70
57,ASUS,4.5,126,15,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,Windows 11 ,77990,122990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/e/r/fx517zc-hn083ws-gaming-laptop-asus-original-imaghksrxzczrbyw.jpeg?q=70
58,MSI,4.8,8,1,40.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,134990,154391,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/p/i/1/crosshair-15-b12uez-gaming-laptop-msi-original-imageymuhhs7djjf.jpeg?q=70
59,Lenovo,4.3,2841,241,101.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,52990,76890,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
60,APPLE,4.253596614950631,2841,241,35.0,Apple M2 Processor,16,256 GB SSD,Mac OS ,129990,139000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70
61,ASUS,4.5,205,27,40.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,89990,107990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/h/n/-original-imaggzesaqdhy3xd.jpeg?q=70
62,APPLE,4.253596614950631,2841,241,35.0,Apple M2 Processor,8,512 GB SSD,Mac OS ,129990,139000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70
63,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
64,APPLE,5.0,4,0,35.0,Apple M2 Processor,8,512 GB SSD,Mac OS ,129990,139000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70
65,DELL,4.0,85,6,40.0,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,8,"Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border",Graphics & Keyboard: Integrated & Standard Keyboard,58990,72094,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/r/c/-original-imaghzah5hzzt2hw.jpeg?q=70
66,HP,4.1,49,5,40.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,Windows 11 ,57990,77595,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
67,Lenovo,3.0,4,0,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,53500,81000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
68,acer,4.3,3247,363,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,54990,83999,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/i/n/e/a715-5g-gaming-laptop-acer-original-imagfj2g954wfdyz.jpeg?q=70
69,ASUS,4.2,253,24,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,45990,69990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/h/-original-imagg6t9pauha4t7.jpeg?q=70
70,DELL,3.7,19,3,40.0,Processor: AMDR5-6600H (3.30 GHz Up to 4.50 Ghz 6 cores 16MB L3 Cache),8,Software & Keyboard: Win 11 + Office H&S 2021 & Backlit Keyboard Orange,"Display & Graphics: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border & NVIDIA GEFORCE RTX 3050 (4GB GDDR6)",74490,109707,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/f/x/-original-imaghzahmt9zphps.jpeg?q=70
71,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
72,ASUS,4.253596614950631,2841,241,41.0,Intel Core i9 Processor (13th Gen),32,1 TB SSD,Windows 11 ,279990,329990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/r/w/-original-imagnychu4gdzhhk.jpeg?q=70
73,MSI,4.4,983,109,40.0,Intel Core i7 Processor (10th Gen),16,1 TB SSD,64 bit Windows 10 ,93490,123990,https://rukminim1.flixcart.com/image/312/312/ktszgy80/computer/a/4/a/gf65-thin-10ue-410in-gaming-laptop-msi-original-imag72h6wn7ktgzy.jpeg?q=70
74,DELL,4.2,85,10,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,57990,76139,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
75,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
76,MSI,4.253596614950631,2841,241,36.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,Windows 11 ,37990,52990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/r/2/n/modern-14-c11m-031in-thin-and-light-laptop-msi-original-imagnjymxrnuxtwt.jpeg?q=70
77,Lenovo,4.2,295,21,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,50990,78990,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
78,DELL,4.6,8,0,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,58790,81487,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/h/w/-original-imaghzahgukpkyfu.jpeg?q=70
79,Lenovo,4.3,2841,241,101.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,52990,76890,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
80,acer,4.4,431,38,40.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,32489,43999,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/y/l/-original-imagnpcezv5dfdew.jpeg?q=70
81,ASUS,4.5,854,130,40.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,65990,88990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/l/v/-original-imaghrfyjeff4bzv.jpeg?q=70
82,ASUS,4.3,429,53,36.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,38990,58990,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
83,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
84,HP,4.253596614950631,2841,241,36.0,Intel Core i3 Processor (12th Gen),8,512 GB SSD,Windows 11 ,57490,65628,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/m/14-ek0137tu-thin-and-light-laptop-hp-original-imaghqbze3zrxx6t.jpeg?q=70
85,APPLE,4.253596614950631,2841,241,35.0,Apple M2 Processor,16,256 GB SSD,Mac OS ,129990,139000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70
86,Lenovo,4.2,700,77,40.0,AMD Ryzen 5 Quad Core Processor,8,512 GB SSD,64 bit Windows 11 ,43998,60090,https://rukminim1.flixcart.com/image/312/312/l4vnbm80/computer/i/f/f/15ada7-thin-and-light-laptop-lenovo-original-imagfzzxmhfgzysy.jpeg?q=70
87,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
88,ASUS,4.253596614950631,2841,241,41.0,Intel Core i9 Processor (13th Gen),32,2 TB SSD,Windows 11 ,364990,431990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/g/i/-original-imagnychnjhpg5y4.jpeg?q=70
89,Lenovo,4.3,1674,189,40.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 11 ,44276,68490,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/3/5/-original-imagg5hhjunrv4e4.jpeg?q=70
90,HP,4.2,81,10,40.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,60490,73532,https://rukminim1.flixcart.com/image/312/312/l111lzk0/computer/x/n/s/15-eh2024au-thin-and-light-laptop-hp-original-imagcztggrjh7zb2.jpeg?q=70
91,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
92,APPLE,4.253596614950631,2841,241,41.0,Apple M2 Max Processor,32,1 TB SSD,Mac OS ,349900,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/o/a/mnwc3hn-a-laptop-apple-original-imagmfhegkrgcnhp.jpeg?q=70
93,acer,4.0,749,73,36.0,AMD Dual Core Processor,4,256 GB SSD,64 bit Windows 11 ,22900,34990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/u/b/-original-imagg2vnsrgrfkmz.jpeg?q=70
94,ASUS,4.6,264,56,40.0,AMD Ryzen 9 Octa Core Processor,16,1 TB SSD,Windows 10 ,154990,207990,https://rukminim1.flixcart.com/image/312/312/ks7tuvk0/computer/t/j/v/g513qy-hq008ts-gaming-laptop-asus-original-imag5tthdvxrbrnv.jpeg?q=70
95,Lenovo,4.2,265,21,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,54990,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
96,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
97,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
98,MSI,4.253596614950631,2841,241,44.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,175990,227990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/k/j/-original-imagg3fx8htg5tgu.jpeg?q=70
99,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
